ID_sampling_plot	ID_study_plot	Forest_type	Sampling_year	Siteur	Physib	Phycol	Phytro	Erirub	Spispi	Drymar	Coccoc	Turvis	Turphi	Colpal	Pyrpyr	Turmer	Regreg	Regign	Corcor	Loxcur	Sylatr	Fricoe	Prumod	Phopho	Gargla	Denmaj	Trotro	Parmaj	Cyacae	Perate	Cerfam	Stuvul	Ficpar	Anttri	Sylbor	Embcit	Poepal	Lopcri	Cerbra	Coloen	Ficalb	Musstr	Nuccar	Denleu	Total_num_of_species	Specialist_species	Generalist_species	Elevation	Broadl_cover	Conifer_cover	Young_cover	AgeWMean	Age_SD	H_Trees	ClearCutDist	NumLT70DBH	NumBroadlLT70DBH	NumBroadlLT70DBH_ha	DensityNumBroadlLT70DBH_ha
18A	ID18	Production_forest	2019	0	1	1	0	1	0	0	0	0	1	0	0	0	0	2	0	2	1	1	0	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	9	540	34.7	57.6	0.0	60.8	43.9	1.4	47.4	11	10	D3<>9	3.2
18B	ID18	Production_forest	2019	1	0	1	0	1	1	0	1	0	1	0	0	0	0	1	0	2	1	2	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	10	530	11.7	82.5	0.0	53.2	37.9	1.4	64.7	2	2	B 0<>1	0.6
18C	ID18	Production_forest	2019	0	0	1	0	2	0	0	0	0	1	0	0	1	0	1	0	1	1	2	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	11	586	19.5	75.0	0.0	50.9	34.4	1.0	68.5	2	1	B 0<>1	0.3
18D	ID18	Production_forest	2019	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	9	545	10.5	80.1	3.9	54.6	14.4	1.5	72.3	2	2	B 0<>1	0.6
18M	ID18	Production_forest	2019	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	8	530	3.8	95.8	0.0	63.6	21.0	0.7	205.7	0	0	A=0	0.0
18M2	ID18	Production_forest	2019	0	0	1	0	2	0	0	2	0	1	0	0	0	2	1	0	0	2	2	0	0	0	0	1	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	13	5	14	551	0.0	99.9	0.0	57.8	0.7	1.1	174.1	0	0	A=0	0.0
18R	ID18	Forest_reserve	2019	1	0	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	1	2	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	13	402	NA	NA	NA	NA	NA	NA	NA	NA	23	R	23.0
18S1	ID18	Production_forest	2019	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	5	545	23.1	56.9	0.0	51.5	35.1	1.1	3.6	5	2	B 0<>1	0.6
18S2	ID18	Production_forest	2019	0	0	1	1	1	0	0	1	0	0	1	2	1	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	13	3	12	559	8.2	53.2	21.7	64.1	40.6	0.9	17.7	0	0	A=0	0.0
18S4	ID18	Production_forest	2019	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	2	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	9	545	6.9	88.8	0.0	59.9	24.3	1.3	48.1	7	0	A=0	0.0
18S5	ID18	Production_forest	2019	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	2	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	8	519	33.5	49.9	0.0	72.1	32.1	1.4	31.1	4	2	B 0<>1	0.6
18Z	ID18	Production_forest	2019	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	4	578	30.8	0.6	67.6	37.5	38.2	1.2	110.6	0	0	A=0	0.0
19C	ID19	Production_forest	2019	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	3	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	9	438	32.5	67.4	0.0	72.4	20.5	1.0	110.9	4	2	B 0<>1	0.6
19D	ID19	Production_forest	2019	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	5	401	5.8	92.6	0.0	74.4	23.7	0.1	67.8	2	1	B 0<>1	0.3
19M	ID19	Production_forest	2019	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	2	2	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	10	428	0.0	99.9	0.0	74.8	27.2	0.9	166.0	0	0	A=0	0.0
19M2	ID19	Production_forest	2019	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	2	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	7	387	2.0	97.9	0.0	66.4	31.0	0.8	151.6	0	0	A=0	0.0
19R	ID19	Forest_reserve	2019	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	11	1	10	462	NA	NA	NA	NA	NA	NA	NA	NA	40	R	40.0
19S1	ID19	Production_forest	2019	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	3	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	9	357	6.0	93.9	0.0	63.2	22.7	0.8	118.5	0	0	A=0	0.0
19S2	ID19	Production_forest	2019	1	0	1	0	1	0	0	0	1	0	0	0	2	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	11	360	49.0	31.7	12.6	102.7	27.8	1.5	41.5	13	3	B 0<>1	1.0
19S3	ID19	Production_forest	2019	1	2	1	1	2	0	0	0	0	0	1	0	2	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	11	368	26.3	62.1	0.0	111.4	43.8	1.5	33.4	9	4	C1<>3	1.3
19S4	ID19	Production_forest	2019	1	0	2	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	13	379	52.1	44.1	0.0	112.0	0.0	1.5	0.0	15	8	C1<>3	2.5
19Z	ID19	Production_forest	2019	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	1	9	433	31.4	51.2	10.9	158.0	67.5	1.4	78.6	4	4	C1<>3	1.3
1C	ID01	Production_forest	2019	0	1	1	0	1	2	0	0	0	0	1	1	0	1	1	0	2	0	3	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	9	8	612	2.9	92.9	0.0	81.8	25.0	0.6	39.3	2	2	B 0<>1	0.6
1D	ID01	Production_forest	2019	0	0	0	0	1	2	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	5	678	0.9	96.6	0.0	73.6	23.2	0.2	60.4	3	3	B 0<>1	1.0
1E	ID01	Production_forest	2019	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	6	751	1.6	96.4	0.0	86.8	24.6	0.2	76.4	4	4	C1<>3	1.3
1M	ID01	Production_forest	2019	0	0	0	0	1	2	0	0	0	0	1	1	0	1	1	0	0	0	2	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	6	597	0.0	98.2	0.0	97.0	0.0	0.5	64.6	0	0	A=0	0.0
1M2	ID01	Production_forest	2019	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	6	578	0.2	95.3	0.0	77.7	25.5	0.3	71.7	0	0	A=0	0.0
1R	ID01	Forest_reserve	2019	1	2	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	3	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	13	6	11	724	NA	NA	NA	NA	NA	NA	NA	NA	22	R	22.0
1S1	ID01	Production_forest	2019	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	6	605	8.4	91.4	0.0	130.3	52.7	1.1	100.0	21	3	B 0<>1	1.0
1S2	ID01	Production_forest	2019	0	0	1	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	8	645	16.4	59.5	0.0	72.1	39.6	0.6	25.6	13	12	D3<>9	3.8
1S3	ID01	Production_forest	2019	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	10	658	0.2	97.7	0.0	103.0	16.5	0.5	75.8	1	1	B 0<>1	0.3
1Z1	ID01	Production_forest	2019	0	0	1	0	1	2	0	0	0	1	0	0	0	0	2	0	0	1	2	0	0	1	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	9	597	21.8	51.8	0.0	86.6	43.7	0.6	34.5	12	10	D3<>9	3.2
2B	ID02	Production_forest	2019	1	1	1	0	1	1	0	0	0	1	0	0	1	0	1	0	2	1	3	0	0	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	14	604	44.7	45.4	9.4	98.6	51.7	1.7	110.0	20	20	D3<>9	6.4
2C	ID02	Production_forest	2019	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	9	648	1.9	93.2	4.8	89.0	34.0	1.0	240.6	7	4	C1<>3	1.3
2D	ID02	Production_forest	2019	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	2	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	6	582	1.8	98.0	0.0	71.1	8.1	0.9	148.3	5	5	C1<>3	1.6
2M	ID02	Production_forest	2019	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	2	0	2	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7	7	601	0.0	86.7	0.0	110.8	0.0	0.6	59.4	0	0	A=0	0.0
2M2	ID02	Production_forest	2019	0	0	1	0	1	0	0	0	0	0	1	0	1	2	1	0	2	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	6	540	0.0	95.9	0.0	118.0	0.0	0.8	72.6	0	0	A=0	0.0
2R	ID02	Forest_reserve	2019	0	1	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	1	2	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	11	5	9	582	NA	NA	NA	NA	NA	NA	NA	NA	28	R	28.0
2S1	ID02	Production_forest	2019	1	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	1	0	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	11	10	6	642	49.1	50.8	0.0	149.4	30.8	1.0	327.0	17	9	C1<>3	2.9
2S2	ID02	Production_forest	2019	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	2	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	522	6.0	85.0	0.0	64.9	25.0	1.1	36.4	1	0	A=0	0.0
2S3	ID02	Production_forest	2019	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	9	575	1.4	92.0	3.7	96.6	44.4	0.9	68.1	1	0	A=0	0.0
2S4	ID02	Production_forest	2019	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	9	565	44.6	33.7	21.6	92.9	46.5	0.9	118.7	9	1	B 0<>1	0.3
3D	ID03	Production_forest	2019	3	0	2	0	2	0	0	0	0	1	0	0	2	0	1	0	0	1	1	0	0	0	2	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	15	500	37.6	50.3	12.0	75.8	36.4	1.2	194.1	5	4	C1<>3	1.3
3M	ID03	Production_forest	2019	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	3	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	10	4	9	499	0.0	99.9	0.0	64.9	4.2	1.6	247.6	0	0	A=0	0.0
3M2	ID03	Production_forest	2019	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	8	507	23.2	52.1	19.2	71.5	25.4	1.1	67.6	0	0	A=0	0.0
3R	ID03	Forest_reserve	2019	2	0	0	0	0	0	1	2	0	0	3	0	1	0	0	0	0	1	3	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	17	470	NA	NA	NA	NA	NA	NA	NA	NA	32	R	32.0
3S2	ID03	Production_forest	2019	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	3	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	14	505	27.5	64.2	3.7	68.6	39.4	1.3	63.3	12	12	D3<>9	3.8
3S3	ID03	Production_forest	2019	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	1	1	2	1	0	0	1	0	1	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	13	6	12	515	36.4	52.3	0.0	67.0	18.9	1.5	55.5	2	2	B 0<>1	0.6
3S4	ID03	Production_forest	2019	1	0	1	0	2	1	0	0	0	1	2	0	2	0	1	0	0	2	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	3	17	428	35.4	36.5	27.3	56.9	21.6	1.6	141.5	3	3	B 0<>1	1.0
4A	ID04	Production_forest	2019	0	0	1	0	1	2	0	0	0	0	1	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	5	766	0.3	96.8	0.0	61.7	29.8	0.4	77.2	2	2	B 0<>1	0.6
4B	ID04	Production_forest	2019	0	0	0	0	0	2	0	0	0	0	0	0	2	1	1	0	0	1	3	1	0	0	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	10	733	0.0	99.9	0.0	106.0	0.0	0.1	97.9	1	1	B 0<>1	0.3
4C	ID04	Production_forest	2019	1	0	1	0	1	3	0	0	0	0	0	1	1	0	1	0	0	1	2	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	10	824	0.2	99.6	0.0	76.7	26.3	0.0	110.9	2	1	B 0<>1	0.3
4D	ID04	Production_forest	2019	0	0	2	1	1	2	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	13	786	0.1	89.1	0.0	84.0	18.4	0.5	55.8	0	0	A=0	0.0
4M	ID04	Production_forest	2019	0	0	0	0	2	2	0	0	0	0	1	0	1	1	2	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	7	749	0.0	99.9	0.0	96.7	19.0	0.0	183.3	0	0	A=0	0.0
4M2	ID04	Production_forest	2019	0	0	0	0	0	3	0	0	0	0	0	1	1	1	1	0	2	1	2	1	0	0	0	1	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	13	12	7	777	0.0	92.1	5.8	115.9	36.4	0.0	88.2	0	0	A=0	0.0
4R	ID04	Forest_reserve	2019	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	2	1	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	8	730	NA	NA	NA	NA	NA	NA	NA	NA	11	R	11.0
4S1	ID04	Production_forest	2019	0	0	1	0	1	2	0	0	0	0	0	0	1	1	1	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	13	6	9	751	0.0	97.9	0.0	94.4	13.2	0.1	75.4	2	1	B 0<>1	0.3
4S2	ID04	Production_forest	2019	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	3	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	10	766	0.1	85.8	0.0	123.4	0.6	0.1	27.9	2	2	B 0<>1	0.6
4S3	ID04	Production_forest	2019	0	0	0	0	2	2	0	1	0	0	0	0	3	1	1	0	1	1	3	3	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	15	802	0.3	88.8	0.0	102.9	21.9	0.0	30.5	1	1	B 0<>1	0.3
4Z	ID04	Production_forest	2019	0	0	0	1	2	0	0	0	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	5	730	10.6	68.8	12.6	50.4	16.7	0.8	52.4	0	0	A=0	0.0
5C	ID05	Production_forest	2019	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	12	427	1.5	96.4	0.0	64.3	22.0	1.4	89.8	1	1	B 0<>1	0.3
5D	ID05	Production_forest	2019	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	2	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	2	12	412	13.5	66.5	15.2	67.2	55.9	1.0	27.3	8	8	C1<>3	2.5
5M	ID05	Production_forest	2019	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	2	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	8	434	1.3	96.9	0.0	60.7	15.2	1.3	32.5	0	0	A=0	0.0
5M´	ID05	Production_forest	2019	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	4	458	0.0	99.4	0.0	82.5	17.7	0.8	100.0	0	0	A=0	0.0
5S5	ID05	Production_forest	2019	3	0	1	0	1	0	0	0	0	0	0	0	1	1	2	0	0	2	2	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	15	421	21.7	46.2	7.2	92.9	60.4	1.0	0.0	23	13	D3<>9	4.1
5Z	ID05	Production_forest	2019	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	6	435	0.0	49.1	0.0	53.1	8.1	1.4	0.0	0	0	A=0	0.0
6D	ID06	Production_forest	2019	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	2	2	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	10	679	47.3	52.6	0.0	76.0	27.7	0.7	116.9	3	2	B 0<>1	0.6
6M	ID06	Production_forest	2019	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	8	592	2.2	96.5	0.0	68.8	17.0	0.5	73.4	0	0	A=0	0.0
6M2	ID06	Production_forest	2019	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	2	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	7	652	11.3	88.5	0.0	58.7	33.8	0.9	189.3	1	1	B 0<>1	0.3
6R	ID06	Forest_reserve	2019	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	11	649	NA	NA	NA	NA	NA	NA	NA	NA	45	R	45.0
6S5	ID06	Production_forest	2019	1	0	0	0	2	0	0	0	0	1	0	0	1	1	2	0	0	0	3	0	0	0	1	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	12	695	28.6	67.1	2.6	84.9	34.3	0.5	85.6	4	3	B 0<>1	1.0
7A	ID07	Production_forest	2019	1	0	0	0	1	3	0	0	0	0	0	2	1	1	1	0	0	0	1	0	0	0	1	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	7	732	13.9	86.0	0.0	62.0	15.2	0.1	168.1	21	21	D3<>9	6.7
7B	ID07	Production_forest	2019	1	1	0	0	2	1	0	2	0	0	0	2	1	1	1	0	2	0	2	0	0	0	1	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	11	12	803	30.2	69.7	0.0	77.2	15.6	0.0	146.7	15	11	D3<>9	3.5
7C	ID07	Production_forest	2019	0	0	0	0	2	2	0	0	0	0	0	0	1	1	1	0	0	0	3	0	0	0	2	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	11	8	9	770	6.3	87.1	0.0	54.9	12.1	0.2	67.9	13	12	D3<>9	3.8
7D	ID07	Production_forest	2019	0	0	1	0	1	1	0	0	0	0	1	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	5	750	2.5	97.3	0.0	56.4	17.0	0.2	24.2	8	4	C1<>3	1.3
7M	ID07	Production_forest	2019	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	6	723	0.3	90.4	0.0	88.8	28.9	0.4	69.7	0	0	A=0	0.0
7M2	ID07	Production_forest	2019	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	5	713	0.0	99.9	0.0	61.6	16.5	0.0	120.7	2	0	A=0	0.0
7M3	ID07	Production_forest	2019	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	1	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	10	9	5	744	2.1	97.7	0.0	53.5	18.4	0.0	130.5	3	3	B 0<>1	1.0
7R	ID07	Forest_reserve	2019	0	0	1	0	1	0	1	1	0	0	1	0	1	1	1	0	2	0	3	0	0	1	1	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	15	10	12	754	NA	NA	NA	NA	NA	NA	NA	NA	10	R	10.0
7S1	ID07	Production_forest	2019	0	1	0	0	1	2	0	0	0	0	1	0	1	1	0	0	1	0	2	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	9	781	8.4	91.5	0.0	61.3	15.3	0.0	292.7	16	8	C1<>3	2.5
7S2	ID07	Production_forest	2019	0	0	0	0	1	6	0	0	0	0	0	1	2	1	1	0	6	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	12	17	6	791	18.8	81.1	0.0	73.6	26.2	0.0	120.5	16	16	D3<>9	5.1
7S3	ID07	Production_forest	2019	1	0	1	0	1	2	0	0	0	0	1	1	1	2	1	0	2	0	2	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	11	9	755	34.2	49.1	14.6	52.5	53.5	0.7	84.9	37	14	D3<>9	4.5
7S4	ID07	Production_forest	2019	0	0	0	0	1	0	0	0	0	0	2	1	0	2	2	0	0	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	6	751	3.8	96.1	0.0	82.7	27.2	0.1	201.4	21	5	C1<>3	1.6
8D	ID08	Production_forest	2019	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	9	551	1.5	81.0	5.0	71.6	31.4	0.8	38.8	3	3	B 0<>1	1.0
8E	ID08	Production_forest	2019	0	0	1	0	2	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	10	552	2.2	72.5	0.0	62.6	32.8	0.3	29.0	2	1	B 0<>1	0.3
8M	ID08	Production_forest	2019	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	7	546	3.0	86.2	0.0	54.9	8.4	0.7	57.9	0	0	A=0	0.0
8M2	ID08	Production_forest	2019	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	5	558	3.8	84.6	0.0	89.0	0.0	0.5	16.2	2	2	B 0<>1	0.6
8R	ID08	Forest_reserve	2019	1	1	0	0	2	0	0	1	1	0	1	0	1	0	1	0	0	2	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	12	583	NA	NA	NA	NA	NA	NA	NA	NA	18	R	18.0
8S3	ID08	Production_forest	2019	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	9	608	44.8	54.8	0.0	72.0	25.2	1.1	116.3	6	5	C1<>3	1.6
8S5	ID08	Production_forest	2019	1	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	2	1	1	0	0	0	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	11	551	34.6	56.7	0.0	65.1	55.7	0.4	25.8	5	4	C1<>3	1.3
9A	ID09	Production_forest	2019	0	0	0	0	1	0	0	0	0	1	3	0	0	1	1	0	0	1	3	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	10	588	6.0	82.5	10.1	59.0	20.3	0.5	80.3	5	5	C1<>3	1.6
10R	ID10	Forest_reserve	2020	1	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	13	7	9	768	NA	NA	NA	NA	NA	NA	NA	NA	22	R	22.0
